city,year,min_mag,max_mag,frequency,population
salug,2021,3.0,3.0,1,32911
salug,2022,2.0,2.0,1,32985
salug,2023,1.3,1.3,1,33047
salug,2024,3.0,3.0,1,33095
salvador,2021,2.5,2.5,1,36862
salvador benedicto,2020,2.0,2.1,2,27282
salvador benedicto,2022,2.1,2.1,1,27885
salvador benedicto,2023,2.7,2.7,1,28174
salvador benedicto,2024,1.6,2.0,2,28455
salvador benedicto,2025,1.6,2.1,3,28727
samal,2020,1.8,2.5,4,36939
samboan,2020,2.2,2.3,2,23178
samboan,2021,2.0,2.6,2,23611
samboan,2024,2.3,2.3,1,24844
san agustin,2020,1.8,6.0,87,23696
san agustin,2021,1.7,3.1,72,23817
san agustin,2022,1.5,3.1,60,23923
san agustin,2023,1.4,4.0,159,24014
san agustin,2024,1.4,3.0,264,24089
san agustin,2025,1.4,2.8,135,24150
san andres,2020,2.1,2.9,12,37951
san andres,2021,2.3,3.4,10,38324
san andres,2022,1.6,3.9,18,38676
san andres,2023,1.6,3.8,58,39006
san andres,2024,1.6,3.1,30,39314
san andres,2025,1.4,2.9,40,39600
san antonio,2020,1.3,5.0,264,82644
san antonio,2021,2.0,5.1,176,83655
san antonio,2022,1.6,3.8,284,84678
san antonio,2023,1.5,4.8,204,85712
san antonio,2024,1.4,4.4,188,86760
san antonio,2025,1.3,4.3,224,87816
san benito,2020,1.6,2.6,5,5509
san benito,2021,2.1,2.9,5,5528
san benito,2022,1.7,3.8,13,5545
san benito,2023,1.4,3.6,15,5562
san benito,2024,1.8,2.8,16,5578
san benito,2025,1.5,3.3,9,5593
san clemente,2021,2.6,2.6,1,12839
san clemente,2022,1.7,1.7,1,12883
san emilio,2020,2.3,2.9,3,7531
san emilio,2021,2.1,2.7,2,7546
san emilio,2022,1.7,4.2,47,7557
san emilio,2023,1.7,3.3,8,7565
san emilio,2024,2.1,3.2,5,7570
san emilio,2025,1.3,3.0,6,7570
san enrique,2025,2.6,2.6,2,35501
san esteban,2020,1.9,3.3,14,8579
san esteban,2021,1.9,2.7,9,8614
san esteban,2022,1.6,4.2,26,8645
san esteban,2023,1.7,3.0,18,8673
san esteban,2024,1.8,3.4,17,8696
san esteban,2025,1.6,4.1,15,8716
san fabian,2022,3.1,3.1,1,89023
san fabian,2023,1.6,2.6,3,89716
san fabian,2025,2.1,2.1,1,90973
san felipe,2020,1.6,4.5,32,24223
san felipe,2021,1.6,4.6,37,24385
san felipe,2022,1.4,4.1,21,24532
san felipe,2023,1.4,5.0,26,24662
san felipe,2024,1.6,3.9,25,24775
san felipe,2025,1.5,3.2,24,24873
san fernando,2020,1.4,5.2,125,36801
san fernando,2021,2.3,3.4,40,37056
san fernando,2022,1.6,3.6,75,37291
san fernando,2023,1.7,3.0,85,37506
san fernando,2024,1.6,3.3,155,37701
san fernando,2025,1.3,4.1,120,37876
san francisco,2020,1.4,5.2,258,63447
san francisco,2021,1.7,4.4,180,65096
san francisco,2022,1.6,4.4,147,66735
san francisco,2023,1.4,4.8,150,68364
san francisco,2024,1.3,3.8,138,69987
san francisco,2025,1.3,5.8,543,71596
san gabriel,2020,2.0,2.0,1,19650
san gabriel,2022,1.9,1.9,1,20192
san gabriel,2024,2.5,2.5,1,20701
san guillermo,2023,2.0,2.0,1,22638
san guillermo,2024,1.7,1.9,2,22900
san guillermo,2025,1.8,1.8,1,23150
san ildefonso,2020,1.9,1.9,2,8419
san ildefonso,2021,1.4,1.4,2,8541
san ildefonso,2022,1.9,3.5,14,8661
san ildefonso,2023,1.5,2.9,12,8779
san ildefonso,2024,1.6,2.9,4,8895
san ildefonso,2025,1.5,2.6,10,9008
san isidro,2020,1.4,4.3,486,26727
san isidro,2021,1.6,3.9,324,27067
san isidro,2022,1.4,4.8,1539,27394
san isidro,2023,1.5,4.7,657,27707
san isidro,2024,1.4,3.6,603,28007
san isidro,2025,1.4,4.1,729,28294
san jacinto,2020,2.2,2.4,4,43681
san jacinto,2021,2.9,2.9,2,44200
san jacinto,2022,2.0,2.4,6,44700
san jacinto,2023,2.1,3.1,6,45181
san jacinto,2024,1.5,3.3,28,45644
san jacinto,2025,1.7,3.0,14,46087
san joaquin,2020,1.9,4.5,36,53311
san joaquin,2021,2.3,3.0,6,53558
san joaquin,2022,2.2,3.4,7,53761
san joaquin,2023,2.0,3.6,12,53918
san joaquin,2024,1.4,2.9,11,54030
san joaquin,2025,1.6,2.2,3,54097
san jorge,2023,3.0,3.0,1,17987
san jorge,2025,1.6,1.9,5,18094
san jose,2020,1.6,3.3,231,38549
san jose,2021,1.6,5.0,441,38952
san jose,2022,1.5,4.2,252,39333
san jose,2023,1.4,3.3,231,39694
san jose,2024,1.4,3.6,238,40034
san jose,2025,1.2,3.1,224,40352
san jose city,2020,2.0,2.3,4,150263
san jose city,2021,1.5,3.1,6,152495
san jose city,2022,1.9,2.1,2,154758
san jose city,2023,1.6,3.1,4,157052
san jose city,2024,1.7,2.7,4,159384
san jose city,2025,1.7,1.7,1,161740
san jose de buan,2020,2.1,3.4,4,8967
san jose de buan,2021,2.7,2.7,1,9216
san jose de buan,2022,2.2,2.9,4,9467
san jose de buan,2023,1.4,4.2,6,9719
san jose de buan,2024,1.3,4.3,16,9973
san jose de buan,2025,1.2,4.2,16,10229
san juan,2020,2.0,2.6,12,39064
san juan,2021,1.5,4.0,72,39380
san juan,2022,1.3,4.0,216,39674
san juan,2023,1.4,3.7,100,39945
san juan,2024,1.5,3.4,108,40196
san juan,2025,1.2,3.6,88,40423
san julian,2020,1.8,4.3,25,15143
san julian,2021,1.9,3.2,19,15278
san julian,2022,1.7,3.8,24,15414
san julian,2023,1.4,4.4,18,15551
san julian,2024,1.5,4.1,55,15689
san julian,2025,1.4,4.2,88,15828
san lorenzo,2020,2.7,3.0,2,27992
san lorenzo,2023,2.2,2.6,2,28992
san lorenzo,2025,2.1,2.1,1,29596
san luis,2020,1.4,5.1,244,58886
san luis,2021,1.7,3.2,88,59662
san luis,2022,1.5,3.3,108,60373
san luis,2023,1.5,3.6,144,61019
san luis,2024,1.3,4.0,124,61601
san luis,2025,1.3,4.3,120,62117
san manuel,2020,2.4,3.0,9,58905
san manuel,2021,1.5,2.5,15,60087
san manuel,2022,1.8,2.6,21,61258
san manuel,2023,1.5,2.7,15,62419
san manuel,2024,1.6,2.8,12,63573
san manuel,2025,1.3,3.2,168,64712
san marcelino,2020,1.8,2.5,3,35275
san marcelino,2021,1.7,2.4,4,35530
san marcelino,2022,1.5,2.9,6,35760
san marcelino,2023,1.5,2.7,9,35965
san marcelino,2024,1.4,2.1,3,36147
san marcelino,2025,1.3,1.8,4,36304
san mariano,2020,2.5,2.5,1,58712
san mariano,2022,2.0,2.6,2,59841
san mariano,2023,2.7,2.7,1,60356
san mariano,2025,1.8,1.8,1,61288
san mateo,2020,1.5,4.1,26,67484
san mateo,2021,1.9,3.1,12,67967
san mateo,2022,1.9,2.8,20,68409
san mateo,2024,2.0,2.8,10,69169
san mateo,2025,1.5,3.0,10,69487
san miguel,2020,1.6,3.6,315,165495
san miguel,2021,1.8,3.9,161,167058
san miguel,2022,1.5,3.7,196,168356
san miguel,2023,1.3,3.8,315,169389
san miguel,2024,1.3,2.7,287,170159
san miguel,2025,1.4,3.5,273,170661
san narciso,2020,1.7,2.5,8,29602
san narciso,2021,1.8,2.7,8,29796
san narciso,2022,1.6,2.8,16,29970
san narciso,2023,1.3,2.5,10,30124
san narciso,2024,1.5,3.4,18,30258
san narciso,2025,1.4,4.4,18,30373
san nicolas,2020,1.2,3.6,96,38859
san nicolas,2022,1.5,2.3,9,39632
san nicolas,2023,1.5,1.5,6,39998
san nicolas,2024,1.4,4.1,27,40351
san nicolas,2025,2.0,4.0,12,40691
san pablo,2020,1.9,1.9,4,28675
san pablo,2021,2.1,2.1,2,29332
san pablo,2022,2.2,3.4,6,29985
san pablo,2023,2.0,2.2,6,30634
san pablo,2024,1.5,2.8,18,31281
san pablo,2025,1.2,4.7,14,31923
san pablo city,2020,2.9,3.6,2,279192
san pascual,2020,1.6,3.2,22,71160
san pascual,2021,2.4,2.8,4,72337
san pascual,2022,2.0,3.7,34,73517
san pascual,2023,1.6,3.1,24,74703
san pascual,2024,1.4,3.7,16,75897
san pascual,2025,1.6,4.2,32,77092
san policarpo,2020,2.2,4.5,16,15436
san policarpo,2021,2.2,4.9,16,15592
san policarpo,2022,1.9,4.0,37,15751
san policarpo,2023,1.6,4.7,13,15910
san policarpo,2024,1.9,5.3,51,16072
san policarpo,2025,1.7,4.4,25,16234
san quintin,2022,1.4,4.0,296,33811
san quintin,2023,1.3,3.3,24,33859
san quintin,2024,1.3,3.1,12,33888
san quintin,2025,1.5,3.1,62,33897
san rafael,2023,2.7,2.7,2,105749
san remigio,2020,2.1,3.2,6,33059
san remigio,2021,2.7,2.8,4,33234
san remigio,2022,2.1,3.2,4,33389
san remigio,2023,2.1,3.1,8,33527
san remigio,2024,2.2,2.2,2,33646
san remigio,2025,1.1,2.4,6,33746
san ricardo,2021,1.6,2.2,5,10986
san ricardo,2022,3.0,3.0,1,11072
san ricardo,2023,1.8,3.5,7,11160
san ricardo,2024,1.4,2.8,3,11248
san ricardo,2025,1.3,2.1,4,11337
san roque,2022,2.2,2.6,2,36331
san roque,2023,2.3,2.8,4,37156
san roque,2024,1.2,3.3,5,37981
san roque,2025,1.4,3.1,6,38803
san sebastian,2024,1.5,1.5,1,8374
san sebastian,2025,2.1,2.2,2,8387
san teodoro,2021,2.4,2.8,2,20462
san teodoro,2022,1.4,1.9,2,20873
san teodoro,2023,1.8,3.0,2,21278
san teodoro,2024,1.9,1.9,1,21678
san teodoro,2025,1.5,4.4,4,22070
san vicente,2020,1.4,3.4,52,13652
san vicente,2021,2.5,2.5,4,13821
san vicente,2022,1.5,4.2,16,13986
san vicente,2023,2.2,2.9,12,14146
san vicente,2025,1.8,4.0,12,14454
sanchez-mira,2020,1.7,2.9,9,25859
sanchez-mira,2021,2.0,2.2,2,26079
sanchez-mira,2022,2.6,3.6,3,26283
sanchez-mira,2023,1.7,2.6,3,26472
sanchez-mira,2024,1.7,2.2,5,26645
sanchez-mira,2025,1.5,2.8,6,26801
santa,2020,1.9,2.8,4,15657
santa,2021,1.6,2.9,8,15700
santa,2022,1.3,3.0,27,15736
santa,2023,1.9,3.5,7,15765
santa,2024,1.4,2.8,5,15786
santa,2025,1.7,2.7,8,15800
santa ana,2020,1.9,4.0,74,35355
santa ana,2021,2.0,3.4,22,35796
santa ana,2022,1.5,3.3,26,36219
santa ana,2023,2.3,4.1,24,36623
santa ana,2024,2.1,3.5,26,37009
santa ana,2025,2.0,3.7,14,37375
santa barbara,2021,2.0,2.4,4,87607
santa barbara,2024,2.4,2.4,2,89881
santa barbara,2025,1.9,1.9,2,90554
santa catalina,2020,1.8,3.8,74,14229
santa catalina,2021,2.0,3.5,80,14267
santa catalina,2022,1.7,3.9,86,14298
santa catalina,2023,1.4,4.4,122,14323
santa catalina,2024,1.4,5.0,250,14341
santa catalina,2025,1.6,4.5,90,14353
santa cruz,2020,1.6,4.6,315,41305
santa cruz,2021,1.6,5.1,300,41543
santa cruz,2022,1.4,3.4,330,41764
santa cruz,2023,1.3,4.6,310,41967
santa cruz,2024,1.5,4.1,250,42151
santa cruz,2025,1.3,4.0,320,42318
santa elena,2020,1.6,2.6,4,41882
santa elena,2021,1.8,3.0,15,42016
santa elena,2022,1.4,2.9,5,42120
santa elena,2023,1.4,3.9,5,42195
santa elena,2024,1.5,1.9,3,42239
santa elena,2025,1.7,2.2,5,42253
santa fe,2020,2.3,3.1,16,17874
santa fe,2021,1.6,3.6,24,18195
santa fe,2022,1.5,3.6,64,18508
santa fe,2023,1.6,3.7,20,18814
santa fe,2024,1.8,2.9,20,19112
santa fe,2025,1.6,2.6,24,19402
santa ignacia,2021,1.9,2.0,3,52006
santa ignacia,2023,1.4,2.2,3,53192
santa ignacia,2024,1.9,1.9,1,53726
santa josefa,2020,1.5,3.0,6,27513
santa josefa,2021,1.8,4.8,3,27627
santa josefa,2022,1.7,2.7,3,27725
santa josefa,2023,1.6,3.4,8,27808
santa josefa,2024,1.3,2.5,12,27875
santa josefa,2025,1.3,2.4,6,27927
santa lucia,2020,1.5,2.4,3,25927
santa lucia,2021,1.9,1.9,1,25999
santa magdalena,2020,3.7,3.7,1,17307
santa magdalena,2021,2.0,2.0,1,17364
santa magdalena,2025,2.2,2.2,1,17474
santa marcela,2021,2.6,2.6,1,15016
santa marcela,2025,2.2,2.2,1,15891
santa margarita,2020,1.9,1.9,1,27432
santa margarita,2021,1.5,1.5,1,27609
santa margarita,2022,2.9,2.9,1,27772
santa margarita,2023,2.4,2.6,2,27921
santa maria,2020,1.9,3.9,54,31656
santa maria,2021,1.8,2.9,48,31888
santa maria,2022,1.7,3.0,54,32108
santa maria,2023,1.4,3.4,72,32314
santa maria,2024,1.6,3.4,96,32507
santa maria,2025,1.3,3.6,102,32687
santa praxedes,2020,1.7,3.2,11,4688
santa praxedes,2021,2.0,4.5,7,4794
santa praxedes,2022,1.4,3.5,32,4899
santa praxedes,2023,1.4,4.4,35,5004
santa praxedes,2024,1.6,3.4,29,5108
santa praxedes,2025,1.3,3.0,22,5210
santa rita,2020,2.0,3.2,6,43074
santa rita,2022,3.0,3.0,2,43588
santa rita,2023,2.4,2.4,2,43774
santa rita,2024,2.6,2.6,2,43911
santa rita,2025,1.8,2.4,4,44000
santa rosa,2020,1.6,2.5,7,74522
santa teresita,2020,1.4,3.0,20,20476
santa teresita,2022,2.1,2.3,4,20985
santa teresita,2023,2.5,2.6,4,21223
santa teresita,2024,1.6,2.7,6,21451
santa teresita,2025,3.1,3.1,2,21668
santiago,2020,1.8,3.6,50,19313
santiago,2021,1.6,3.5,54,19401
santiago,2022,1.4,4.2,76,19479
santiago,2023,1.7,5.1,76,19548
santiago,2024,1.4,4.0,74,19609
santiago,2025,1.3,3.7,84,19661
santo domingo,2020,2.4,2.9,8,28553
santo domingo,2021,2.2,3.3,12,28632
santo domingo,2022,1.5,3.7,14,28697
santo domingo,2023,1.6,2.8,6,28749
santo domingo,2024,2.2,2.8,6,28788
santo domingo,2025,2.0,3.8,30,28813
santo niño,2020,1.6,2.3,4,13145
santo niño,2021,2.1,2.1,2,13181
santo niño,2022,1.7,3.5,8,13209
santo niño,2023,1.5,4.5,10,13230
santo niño,2024,1.5,2.8,32,13243
santo niño,2025,1.8,2.3,6,13249
santo tomas,2020,1.8,3.0,84,42021
santo tomas,2021,2.1,3.7,36,42558
santo tomas,2022,2.5,2.9,30,43076
santo tomas,2023,2.1,3.3,18,43573
santo tomas,2024,1.6,2.0,36,44053
santo tomas,2025,1.5,4.9,42,44512
santol,2020,1.8,2.9,5,12868
santol,2021,2.2,2.7,2,12924
santol,2023,2.0,2.1,2,13013
sapa-sapa,2020,4.2,4.2,1,31917
sapa-sapa,2023,4.5,4.5,1,32219
sapa-sapa,2024,4.2,4.2,1,32271
sapa-sapa,2025,4.3,4.3,1,32298
sapad,2023,2.0,2.0,1,23425
sarangani,2020,1.7,6.2,744,24748
sarangani,2021,2.0,6.2,366,24835
sariaya,2023,2.3,2.7,2,164015
sariaya,2025,1.7,1.7,1,166876
sarrat,2020,2.3,2.9,3,25669
sarrat,2021,2.4,3.0,3,25729
sarrat,2022,1.6,2.2,3,25777
sarrat,2023,1.9,3.2,2,25814
sarrat,2024,2.5,2.5,1,25840
sarrat,2025,2.1,2.1,1,25854
sebaste,2022,1.9,1.9,1,18589
sebaste,2023,2.5,3.4,3,18646
sebaste,2025,1.7,2.2,2,18729
sen. ninoy aquino,2020,1.8,2.6,4,48719
sergio osmeña sr.,2020,2.3,2.3,1,30801
sergio osmeña sr.,2022,1.6,1.7,2,30953
sergio osmeña sr.,2023,1.4,1.9,4,31011
sergio osmeña sr.,2024,2.0,2.4,2,31056
sergio osmeña sr.,2025,1.7,2.1,2,31089
sevilla,2021,2.4,2.4,1,10855
sevilla,2024,1.8,1.8,1,10937
siasi,2020,3.3,3.3,1,69275
siasi,2022,3.4,3.4,1,69694
siaton,2020,1.8,3.9,28,80240
siaton,2021,1.9,3.3,34,80662
siaton,2022,1.7,3.9,27,81052
siaton,2023,1.8,3.4,26,81409
siaton,2024,1.8,3.3,22,81735
siaton,2025,1.5,4.0,31,82028
siay,2021,2.1,2.1,1,44802
siay,2022,1.5,1.5,1,45235
siay,2024,1.9,3.8,3,46007
siay,2025,2.3,2.3,1,46344
siayan,2020,2.1,2.7,4,35514
siayan,2021,1.7,3.4,5,35584
siayan,2022,2.1,2.6,4,35639
siayan,2023,1.5,3.4,7,35681
siayan,2024,1.5,4.1,7,35707
siayan,2025,1.5,3.1,10,35719
sibagat,2020,2.2,3.4,11,31144
sibagat,2021,1.8,2.8,5,31234
sibagat,2022,1.8,3.6,22,31307
sibagat,2023,1.5,4.1,39,31361
sibagat,2024,1.6,2.9,13,31398
sibagat,2025,1.6,3.2,16,31417
sibalom,2022,3.2,4.1,3,65185
sibuco,2020,3.0,3.0,1,36359
sibuco,2021,2.1,2.4,3,36678
sibuco,2022,1.9,3.9,5,36986
sibuco,2023,1.6,2.7,12,37281
sibuco,2024,1.5,2.9,12,37564
sibuco,2025,1.6,3.5,9,37836
sibulan,2020,2.0,2.1,3,66477
sibulan,2021,2.1,2.1,2,67911
sibulan,2023,1.8,1.8,1,70786
sibulan,2025,2.6,2.6,1,73674
sibunag,2020,2.3,2.3,1,24694
sibunag,2022,2.2,2.2,1,25572
sibunag,2023,2.1,2.1,1,25978
sibunag,2024,2.0,2.4,2,26362
sibunag,2025,1.4,2.1,3,26725
sibutad,2021,2.3,3.2,2,18090
sibutad,2024,2.3,2.3,1,18221
sierra bullones,2020,2.7,2.7,1,24780
sierra bullones,2024,2.2,2.2,1,24862
sierra bullones,2025,2.0,2.0,1,24890
sigay,2020,2.1,2.4,3,3037
sigay,2021,1.7,1.9,2,3097
sigay,2022,1.4,3.3,26,3157
sigay,2023,2.0,3.5,5,3217
sigay,2024,2.4,2.5,2,3276
sigay,2025,1.8,2.8,5,3336
sigma,2022,2.6,2.6,1,31517
sikatuna,2025,1.6,1.6,1,7183
silago,2020,1.5,4.1,76,13228
silago,2021,1.6,4.4,21,13323
silago,2022,1.8,3.1,18,13419
silago,2023,1.5,3.3,24,13516
silago,2024,1.6,3.8,21,13615
silago,2025,1.5,4.4,18,13714
silang,2020,2.0,3.5,4,281342
silvino lobos,2021,2.6,2.6,1,16186
silvino lobos,2022,2.3,2.3,2,16305
silvino lobos,2024,1.6,1.6,1,16517
silvino lobos,2025,1.5,2.8,10,16610
sinait,2020,2.1,3.3,14,26170
sinait,2021,1.9,3.3,18,26242
sinait,2022,1.6,4.0,29,26302
sinait,2023,1.9,3.6,22,26350
sinait,2024,1.6,4.0,34,26385
sinait,2025,2.0,3.6,13,26408
sindangan,2020,2.4,3.4,2,102052
sindangan,2021,2.3,4.2,3,102469
sindangan,2022,1.6,2.9,8,102846
sindangan,2023,1.8,4.0,5,103184
sindangan,2024,1.5,1.9,3,103481
sindangan,2025,2.2,2.7,3,103738
siocon,2020,1.9,4.9,17,51140
siocon,2021,1.5,4.3,24,51981
siocon,2022,1.5,3.6,66,52815
siocon,2023,1.4,4.7,33,53642
siocon,2024,1.4,3.1,19,54465
siocon,2025,1.4,5.4,24,55278
sipocot,2020,1.8,3.3,4,66835
sipocot,2021,1.7,3.8,14,67122
sipocot,2022,1.8,3.1,2,67372
sipocot,2023,2.2,2.2,1,67585
sipocot,2025,2.0,2.2,2,67901
sirawai,2020,3.9,3.9,1,32569
sirawai,2022,1.8,2.9,2,34140
sirawai,2023,1.7,3.5,6,34934
sirawai,2024,1.8,2.0,2,35735
sirawai,2025,1.8,3.2,8,36540
siruma,2020,2.1,3.6,10,18306
siruma,2021,1.8,3.5,5,18386
siruma,2022,1.6,2.9,6,18454
siruma,2023,1.6,3.0,11,18513
siruma,2024,1.6,2.9,12,18561
siruma,2025,1.5,3.3,10,18598
sison,2020,1.8,3.7,12,50727
sison,2021,1.6,2.7,4,51312
sison,2022,1.8,3.5,10,51875
sison,2023,1.5,2.7,20,52415
sison,2024,1.5,3.1,12,52934
sison,2025,1.6,2.3,6,53428
sitangkai,2023,3.5,3.5,1,34738
socorro,2020,1.4,4.1,46,24168
socorro,2021,1.7,3.7,58,24551
socorro,2022,1.7,5.0,70,24934
socorro,2023,1.2,3.9,158,25320
socorro,2024,1.4,3.8,180,25709
socorro,2025,1.3,4.3,160,26097
sogod,2020,1.8,4.3,14,39756
sogod,2021,2.3,4.6,30,40663
sogod,2023,1.6,4.2,34,42441
sogod,2024,1.3,3.4,22,43314
sogod,2025,1.4,3.2,30,44171
solana,2024,1.7,1.7,1,92369
solano,2021,2.2,2.2,1,62830
solsona,2020,2.0,2.9,6,24985
solsona,2021,1.9,3.3,4,25131
solsona,2022,1.4,3.4,14,25266
solsona,2023,1.5,2.8,9,25391
solsona,2024,1.6,3.7,16,25505
solsona,2025,1.5,4.0,8,25610
south ubian,2020,4.2,4.4,2,24831
south ubian,2021,4.8,4.8,1,24553
south ubian,2022,4.2,4.8,2,24259
south ubian,2023,4.4,4.4,2,23947
south ubian,2024,3.0,4.7,4,23619
south ubian,2025,4.6,4.6,1,23274
south upi,2020,1.5,3.7,16,43045
south upi,2021,1.6,2.7,3,43581
south upi,2022,2.1,2.7,3,44100
south upi,2023,1.7,1.7,2,44602
south upi,2024,1.5,2.6,5,45087
south upi,2025,1.7,2.3,3,45553
sual,2020,2.0,2.4,3,36881
sual,2021,1.7,1.7,2,37394
sual,2022,1.5,2.2,7,37893
sual,2023,1.2,3.1,10,38378
sual,2024,1.4,2.7,10,38850
sual,2025,1.5,3.2,7,39307
subic,2020,1.6,2.1,2,120618
subic,2021,1.8,1.8,1,123483
subic,2022,1.4,1.4,1,126231
subic,2024,1.4,3.4,2,131379
subic,2025,1.8,2.6,2,133774
sudipen,2022,1.8,2.0,2,17590
sudipen,2023,2.0,2.0,1,17624
sugpon,2020,2.3,3.3,3,5376
sugpon,2022,1.8,2.5,5,5716
sugpon,2023,1.7,1.7,1,5890
sugpon,2024,1.6,3.1,3,6068
sugpon,2025,1.7,2.0,4,6247
sulat,2020,2.7,3.7,4,15464
sulat,2021,3.3,3.6,2,15482
sulat,2022,1.5,4.0,20,15499
sulat,2023,1.6,4.0,15,15517
sulat,2024,1.7,4.6,25,15534
sulat,2025,1.5,4.4,27,15552
sulop,2020,1.7,4.0,64,35066
sulop,2021,1.8,3.9,4,35369
sulop,2022,2.0,3.1,5,35674
sulop,2023,2.3,2.3,1,35982
sulop,2024,1.8,3.9,5,36294
sulop,2025,2.0,3.5,8,36606
sultan mastura,2024,1.5,1.5,1,23620
sumilao,2022,3.5,3.5,1,29579
sumilao,2024,1.5,1.7,2,29955
sumilao,2025,1.9,1.9,2,30112
sumisip,2020,1.6,1.6,1,45677
surallah,2020,1.7,1.8,2,91840
surallah,2021,2.0,2.0,1,93117
surallah,2022,2.6,3.2,2,94321
surallah,2023,2.5,5.0,9,95455
surallah,2024,1.5,3.7,8,96521
surallah,2025,1.8,3.9,3,97512
suyo,2020,2.1,2.1,1,12132
suyo,2021,2.4,2.4,1,12259
suyo,2022,1.7,4.8,11,12381
suyo,2023,2.6,2.8,2,12499
suyo,2024,1.7,2.7,2,12613
suyo,2025,1.6,1.6,1,12722
t'boli,2020,1.6,2.9,15,104359
t'boli,2021,1.9,4.2,9,106863
t'boli,2022,2.7,2.7,1,109326
t'boli,2023,1.5,3.5,10,111749
t'boli,2024,1.3,2.9,25,114140
t'boli,2025,1.6,3.7,6,116484
taal,2020,1.6,3.6,11,61052
tabango,2021,1.9,1.9,1,36383
tabango,2022,2.6,2.6,1,36764
tabango,2023,2.5,2.5,1,37147
tabango,2024,1.6,2.2,2,37535
tabango,2025,1.5,2.6,10,37924
tabina,2020,1.5,3.9,36,25380
tabina,2021,1.5,3.7,26,25421
tabina,2022,1.8,4.9,31,25454
tabina,2023,1.5,4.9,33,25478
tabina,2024,1.2,2.8,27,25493
tabina,2025,1.6,4.7,25,25499
tabogon,2020,2.6,3.4,5,45440
tabogon,2021,2.2,2.2,1,46744
tabogon,2022,1.7,1.7,1,48046
tabogon,2023,2.5,2.5,1,49348
tabogon,2024,2.1,2.3,2,50653
tabogon,2025,1.4,3.8,7,51953
tabontabon,2025,2.8,2.8,1,13957
tabuelan,2020,2.7,2.7,1,29104
tabuelan,2022,2.3,2.3,2,30457
tabuelan,2023,2.8,2.8,1,31122
tabuelan,2024,2.6,2.6,1,31779
tabuelan,2025,1.7,3.2,7,32427
tadian,2022,1.8,1.8,1,19598
tadian,2024,1.8,2.6,2,19626
tadian,2025,2.6,2.6,1,19634
taft,2020,1.7,4.1,5,20567
taft,2021,1.8,2.2,4,20921
taft,2022,1.5,3.8,8,21280
taft,2023,1.9,3.2,6,21645
taft,2024,1.4,4.4,12,22017
taft,2025,1.5,4.2,19,22393
tagapul-an,2021,3.1,3.1,1,9087
tagapul-an,2022,2.8,2.8,1,9177
tagapul-an,2023,2.8,2.8,1,9262
tagapul-an,2025,1.6,2.4,4,9421
tagaytay city,2020,1.5,4.0,35,79023
tagbina,2020,2.2,3.2,5,42195
tagbina,2021,1.8,3.7,9,42825
tagbina,2022,1.7,3.2,12,43437
tagbina,2023,1.5,3.6,27,44032
tagbina,2024,1.3,4.6,64,44610
tagbina,2025,1.4,2.9,18,45169
tagkawayan,2020,1.8,1.8,1,52767
tagkawayan,2021,1.8,2.5,2,52899
tagkawayan,2022,2.0,3.4,4,53014
tagkawayan,2023,1.4,2.0,4,53110
tagkawayan,2024,1.6,3.1,5,53188
tagkawayan,2025,2.0,3.0,6,53248
tago,2020,1.8,3.8,4,36469
tago,2021,1.5,2.7,7,36633
tago,2022,1.9,3.3,8,36773
tago,2023,1.5,3.7,20,36891
tago,2024,1.5,4.3,43,36986
tago,2025,1.1,4.8,36,37057
tagoloan,2021,2.3,2.3,2,14909
tagoloan,2023,2.1,2.3,4,15405
tagoloan ii,2020,1.9,1.9,1,12385
tagoloan ii,2022,2.1,3.0,3,12917
tagoloan ii,2024,1.7,2.6,3,13475
tagoloan ii,2025,1.6,2.6,6,13762
tagudin,2020,2.0,2.0,1,40359
tagudin,2021,2.0,2.4,3,40525
tagudin,2022,2.0,2.7,5,40672
tagudin,2023,1.3,2.4,8,40801
tagudin,2024,2.0,2.7,2,40912
tagudin,2025,1.4,1.7,3,41004
talacogon,2020,1.7,3.7,20,39258
talacogon,2021,1.8,4.4,44,39372
talacogon,2022,1.8,4.2,22,39464
talacogon,2023,1.7,2.8,9,39533
talacogon,2024,1.5,5.3,30,39579
talacogon,2025,1.4,4.8,41,39603
talaingod,2023,1.7,3.4,6,29085
talaingod,2024,1.6,3.3,9,29237
talaingod,2025,1.7,2.7,4,29376
talakag,2020,2.7,3.1,2,74759
talakag,2021,2.3,3.0,4,75235
talakag,2022,1.8,4.1,4,75657
talakag,2023,2.1,2.9,3,76025
talakag,2024,2.0,3.3,5,76340
talakag,2025,1.4,2.8,13,76600
talalora,2024,2.1,2.1,1,8303
talavera,2021,2.0,2.0,1,140464
talavera,2022,2.2,2.2,1,143290
talayan,2022,2.1,2.1,1,38265
talibon,2020,2.0,2.0,1,71433
talibon,2021,2.0,3.0,6,72161
talibon,2022,1.6,2.2,3,72830
talibon,2023,2.0,2.0,1,73439
talibon,2024,1.6,2.4,2,73990
talibon,2025,1.6,1.9,2,74480
talisay,2020,1.2,3.9,84,51213
talisay,2021,2.9,2.9,2,52470
talisay,2025,1.4,1.7,4,57703
talitay,2022,1.9,1.9,1,15723
talitay,2023,2.0,2.1,2,15818
talitay,2024,1.4,1.4,1,15904
talugtug,2023,1.5,1.5,1,28238
talugtug,2025,1.6,1.9,3,29475
